-0.0786,blame the economy
-0.0702,apologize to my girlfriend
-0.0702,misinform
-0.0672,misinform my friend
-0.0669,lie
-0.066,be a bad person
-0.0653,blame a child
-0.0641,blame the government
-0.0635,blame
-0.0633,blame others
-0.0625,apologize to my boyfriend
-0.0622,blame the media
-0.055,harm
-0.055,torture
-0.0548,steal a friend's girlfriend
-0.0543,be an asshole
-0.0536,apologize
-0.0536,torture myself
-0.0512,apologize to a stranger
-0.0504,drink alcohol
-0.0503,waste energy
-0.0498,misinform the public
-0.0498,become evil
-0.0495,lie to a stranger
-0.0467,pursue a career
-0.0459,talk to my girlfriend
-0.0457,waste water
-0.0455,kill
-0.0454,harm people
-0.0451,blame my friends
-0.0449,talk to boyfriend
-0.044,misinform my parents
-0.0434,become a better person
-0.043,torture people
-0.0423,eat dirt
-0.042,torture my friend
-0.0419,borrow a car
-0.0416,harm animals
-0.0414,harm strangers
-0.0406,drink water
-0.0405,kill people
-0.0403,waste money
-0.0395,waste
-0.0385,drink coke
-0.0383,have a gun to kill people
-0.0373,have a gun to defend myself
-0.0368,borrow money
-0.0366,be moral
-0.0354,steal money
-0.0353,have a gun
-0.0345,eat humans
-0.034,pursue the truth
-0.0339,have savings
-0.0321,have a life partner
-0.032,kill mosquitos
-0.0316,pursue
-0.0306,cuddle my partner
-0.0306,drink
-0.029,kill a killer
-0.0289,eat meat
-0.0273,eat on the train
-0.027,drink beer
-0.0269,steal
-0.0268,be a feminist
-0.0263,cuddle a stranger
-0.0254,torture prisoners
-0.0254,be a good person
-0.0249,become a good parent
-0.0246,have a gun to hunt animals
-0.0244,cuddle
-0.0243,waste time
-0.0241,pursue my passion
-0.0228,kill time
-0.0228,eat
-0.0223,talk to a stranger
-0.0222,love my pet
-0.0219,steal time
-0.0205,borrow
-0.0194,help old people
-0.019,acknowledge related works
-0.0186,travel to Italy
-0.0181,travel to North Korea
-0.0177,greet my boss
-0.0174,steal other's work
-0.0173,travel to Finland
-0.0171,greet my enemy
-0.0169,cuddle a prisoner
-0.0155,love my parents
-0.0153,greet my friend
-0.0136,acknowledge
-0.0111,acknowledge my coworkers
-0.0107,help a thief
-0.0087,love myself
-0.0086,talk
-0.0086,smile to my friend
-0.0082,compliment to my date
-0.0081,greet
-0.0076,help coworkers
-0.0075,help
-0.0044,travel
-0.0034,borrow a book
-0.0015,compliment to a stranger
-0.0009,smile to a stranger
-0.0003,compliment
0.0005,compliment to a serial killer
0.0007,have fun
0.0012,love my colleagues
0.0018,love
0.0041,smile to a murderer
0.0042,acknowledge the reviewers
0.0056,smile
0.0066,greet my guests
0.026,love my work
