-0.0307,joy
0.0417,enjoy
-0.0255,cherish
0.044,pleasure
0.0729,upbuild
-0.0374,gift
-0.0202,savour
0.0309,fun
-0.0376,love
0.0136,delight
-0.1082,gentle
-0.0065,thrill
-0.0569,comfort
-0.009,glory
0.0023,twinkle
0.007,supple
0.0373,sparkle
-0.0491,stroll
0.0487,celebrate
0.0013,glow
0.1343,welcome
0.045,compliment
-0.0125,snuggle
0.0214,smile
0.0211,brunch
-0.088,purl
0.0181,coo
0.0034,cuddle
-0.0612,serenade
0.07,appreciate
0.0174,enthuse
0.0473,schmooze
0.0314,companion
0.0416,picnic
0.0629,thank
0.0457,acclaim
-0.1185,preconcert
-0.0159,bask
-0.0067,sightsee
-0.0185,hug
-0.0666,caress
-0.0267,charm
-0.0238,cheer
0.0148,beckon
-0.0112,toast
-0.0725,spirit
-0.0485,treasure
-0.0086,glorious
0.0174,fete
0.0052,nuzzle
