-0.1101,misdeal
-0.1927,poison
-0.1733,bad
-0.1505,scum
-0.1656,underquote
-0.0916,havoc
-0.1117,mischarge
-0.1042,mess
-0.1381,callous
-0.1826,blight
-0.0049,suppurate
-0.0584,murder
-0.1416,necrotising
-0.1431,harm
-0.1633,slur
-0.2135,demonise
-0.042,brutalise
-0.1669,contaminate
-0.0392,attack
-0.0796,mishandle
-0.1407,bloody
-0.0986,dehumanise
-0.1254,exculpate
-0.0846,assault
-0.2114,cripple
-0.0674,slaughter
-0.0878,bungle
-0.1162,smear
-0.2707,negative
-0.0897,disfigure
-0.0668,misinform
-0.1005,victimise
-0.1197,rearrest
-0.1584,stink
-0.1639,plague
-0.1538,miscount
-0.2088,rot
-0.068,damage
-0.1996,depopulate
-0.143,derange
-0.2961,disarticulate
-0.1433,anathematise
0.0507,intermeddle
-0.2202,disorganise
-0.2222,sicken
-0.0892,perjury
-0.1735,pollute
-0.0886,slander
-0.0842,mismanage
-0.0528,torture
