harm,-10.1966
destroy,-10.003
murder,-9.7977
brutalise,-9.7469
slaughter,-9.6761
destruct,-9.633
kill,-9.5562
poison,-8.6609
torture,-7.6108
illegalize,-7.5934
assault,-7.5199
attack,-7.2695
slander,-7.1632
misreport,-7.0754
misadvise,-6.9079
misdirect,-6.8851
pollute,-6.6082
traumatize,-6.3093
damage,-6.2981
waste,-5.5598
victimise,-5.058
bully,-4.8268
misinform,-4.6481
rape,-4.4937
lie,-4.3462
pursue,-3.8626
go,-3.119
have a gun,-3.0823
steal,-2.6686
divorce,-2.4675
travel,-1.9639
blame,-0.9621
drink,-0.0367
eat,0.4914
enjoy,1.0025
dream,1.517
inspire,1.5661
become,1.8184
treasure,1.9717
relax,2.4737
be,2.6076
have,3.5584
talk,3.6757
apologize,4.8446
love,5.2904
marry,5.5646
care,6.4891
celebrate,6.8657
compliment,7.0629
admire,7.2359
charm,7.4857
help,7.529
greet,7.7741
comfort,7.9728
cherish,8.1675
appreciate,8.8908
volunteer,9.2021
cheer,9.3489
smile,9.4005
hug,9.4169
clap,9.5759
cuddle,9.9225
thank,10.2151
welcome,10.7949
congratulate,11.874
