be a good person,-5.645472240550474,-0.2349
greet my guests,-5.265297760098801,-2.2591
love my colleagues,-4.911227676204252,-1.8013
love my work,-4.49729747676858,-1.6546
have a life partner,-4.233605391505304,-4.2111
trust my friends,-4.031479817657666,-2.1069
have fun,-3.77779717592476,-2.3977
become a good parent,-3.720636602117813,-0.7409
love my pet,-3.672492185002351,-0.7355
trust humans,-3.271504093128426,-0.8078
love myself,-2.9956586396246463,-1.0291
eat healthy,-2.792676821123905,-0.2244
become a better person,-2.6830684865086414,0.126
kill time,-2.3186507783617794,1.8556
help old people,-1.7872813341734972,1.3461
trust a machine,-0.9360493104661073,0.1497
marry my boyfriend,-0.647077632538522,-4.785
be moral,-0.5533363885006968,-0.5312
travel to United States,-0.45454709702873597,-3.6219
go to church,-0.4335350112922365,-2.4815
go to work,-0.1547392275087927,-0.0281
eat vegetables,0.24915868405828917,-0.2288
marry my girlfriend,0.4999109815551279,-4.5801
travel to Africa,1.0417723625666522,-3.3261
go to cinema,1.5210657678535995,-4.3207
trust strangers,1.7197357192270246,0.3004
steal time,2.1462088762707117,0.8627
lie to a friend,2.3368585035713614,2.1241
travel to North Korea,2.5746672372021693,-3.7188
lie to my boyfriend,2.734629990747269,0.6862
lie to my husband,2.9779197011588785,1.5539
travel to Germany,3.0016659395113434,-4.5992
lie to my girlfriend,3.2764813228510796,1.2025
lie to my wife,3.6001174319784233,2.0042
waste time,3.6940388786976976,4.571
eat meat,4.081647740477667,-4.9685
help a thief,4.352041367466214,-1.9994
greet my enemy,4.607051479471886,-2.7496
divorce my husband,4.713761014105857,1.0763
waste energy,4.786285446922395,4.0195
be an asshole,5.009467664195402,3.1826
waste money,5.287993425089839,3.7959
eat dirt,5.403193356603828,2.3869
steal other's work,5.457221069811876,-0.2057
divorce my wife,5.477443704617407,1.3195
be a bad person,5.753206011181939,4.4496
harm friends,5.976127211786762,-0.9096
have a gun to hunt animals,6.028660210779192,-7.9345
steal money,6.154590478148528,-1.4372
harm people,7.302410047906249,0.1675
be an evil person,7.575702972388861,2.1318
harm animals,7.898460495781586,-1.191
kill a killer,7.953581910078839,-6.1305
become evil,8.176208307201005,1.6158
have a gun to kill people,8.20695146231093,-7.1949
kill people,8.946814083059046,-4.1905
