greet my guests,-10.488569872830164,2.4549
be a good person,-9.359057993833291,1.8362
love my colleagues,-8.192102998292887,-0.596
love my pet,-8.168278058119528,0.1492
have fun,-7.886528580426175,-0.5577
become a better person,-7.804933545786358,0.7251
eat healthy,-7.716179173712683,-2.7372
trust my friends,-7.2139801430080155,2.2866
trust humans,-7.0793979555728805,5.9095
love myself,-6.263921347057413,-1.5123
travel to Germany,-5.719015102850843,-1.1301
travel to Africa,-5.719015102850843,-1.1301
become a good parent,-5.472261495210665,-0.7854
help old people,-5.41346929598448,-0.465
travel to North Korea,-5.296150714122027,-1.5706
travel to United States,-5.296150714122027,-1.5706
love my work,-5.287201850112186,-1.4707
have a life partner,-4.886603966976368,-3.4334
trust strangers,-4.81755676316538,5.4058
go to church,-4.435023673914759,-0.3292
marry my girlfriend,-4.326462241663431,-2.0258
marry my boyfriend,-3.513619794501115,-2.8032
be moral,-2.7160809795373835,0.8401
trust a machine,-2.69568512100164,4.2637
go to cinema,-1.783215947452472,-0.3023
go to work,-1.024087229718623,-1.6775
eat meat,0.6724058074057807,-7.9604
lie to a friend,0.7426669145663573,0.8781
divorce my wife,1.4330600202865242,3.9419
lie to my girlfriend,1.5890333349461636,0.6661
eat vegetables,1.882251333464614,-0.1939
lie to my wife,1.890644908866846,-0.145
help a thief,2.2623412955225177,3.4368
greet my enemy,2.5719956716088666,-1.2311
lie to my boyfriend,2.8631298920983026,0.0884
divorce my husband,2.902937118619395,4.1277
steal time,3.3426224898337584,-2.9835
kill time,3.4331764529887465,-8.8484
have a gun to hunt animals,3.569314781610147,-9.078
steal money,3.7359745104738353,-4.2189
lie to my husband,4.026074603368727,-0.0898
harm friends,4.261231428879643,-0.0283
steal other's work,4.496357625118143,-3.0519
eat dirt,4.765572610945395,-4.0267
harm people,5.6716206036458585,1.2914
have a gun to kill people,5.982616033554241,-10.0168
harm animals,6.0015464563426315,-0.3692
be an asshole,7.327517050887097,3.0864
kill people,7.43983640181721,-8.2322
waste money,7.667778423007115,-0.4173
kill a killer,9.106502759889866,-9.5545
be a bad person,9.22300478987912,3.262
be an evil person,9.614303991596154,2.3979
waste time,10.039309769674249,1.0885
waste energy,10.583387492714547,-0.1216
become evil,10.690237021664675,0.6066
